Alarm Date,Incident Type,Estimated Property Loss,Estimated Content Loss,District,Zip,Property Use
08-01-2020,553,0,0,4,2118,960
08-01-2020,600,0,0,12,2130,963
08-01-2020,511,0,0,9,2130,429
08-01-2020,424,0,0,7,2121,429
08-01-2020,553,0,0,9,2130,960
08-01-2020,745,0,0,7,2121,429
08-01-2020,553,0,0,4,2118,960
08-01-2020,735,0,0,11,2134,891
08-01-2020,551,0,0,7,2122,429
08-01-2020,553,0,0,7,2122,419
08-01-2020,745,0,0,8,2126,429
08-01-2020,611,0,0,4,2118,    
08-01-2020,745,0,0,9,2130,459
08-01-2020,746,0,0,12,2131,419
08-01-2020,424,0,0,7,2122,439
08-01-2020,611,0,0,7,2125,400
08-01-2020,553,0,0,8,2124,429
08-01-2020,553,0,0,9,2120,170
08-01-2020,511,0,0,7,2121,962
08-01-2020,554,0,0,3,2108,419
08-01-2020,553,0,0,6,2127,429
08-01-2020,600,0,0,11,2135,419
08-01-2020,553,0,0,6,2125,900
08-01-2020,745,0,0,3,2110,500
08-01-2020,715,0,0,3,2114,429
08-02-2020,715,0,0,9,2130,439
08-02-2020,553,0,0,1,2128,340
08-02-2020,151,0,0,3,2109,900
08-02-2020,733,0,0,9,2120,400
08-02-2020,600,0,0,8,2126,419
08-02-2020,611,0,0,1,2128,    
08-02-2020,113,0,0,4,2118,429
08-02-2020,600,0,0,3,2108,900
08-02-2020,715,0,0,7,2125,429
08-02-2020,622,0,0,8,2122,965
08-02-2020,553,0,0,9,2132,419
08-02-2020,622,0,0,8,2124,900
08-02-2020,745,0,0,8,2126,429
08-02-2020,611,0,0,12,2136,    
08-02-2020,745,0,0,8,2124,429
08-02-2020,553,0,0,8,2126,900
08-02-2020,714,0,0,6,2127,429
08-02-2020,745,0,0,9,2119,161
08-02-2020,714,0,0,8,2124,300
08-02-2020,736,0,0,7,2122,429
08-02-2020,600,0,0,4,2118,960
08-02-2020,424,0,0,7,2122,429
08-02-2020,734,0,0,11,2135,241
08-02-2020,553,0,0,9,2130,965
08-02-2020,714,0,0,8,2124,300
08-02-2020,553,0,0,11,2135,429
08-02-2020,600,0,0,4,2118,960
08-02-2020,553,0,0,12,2136,900
08-02-2020,714,0,0,3,2113,429
08-02-2020,553,0,0,4,2116,960
08-02-2020,143,0,0,4,2118,900
08-02-2020,522,0,0,4,2116,449
08-02-2020,512,0,0,7,2119,888
08-02-2020,731,0,0,4,2111,170
08-02-2020,735,0,0,7,2119,429
08-02-2020,142,0,0,9,2130,938
08-02-2020,553,0,0,7,2125,419
08-02-2020,143,0,0,11,2135,429
08-02-2020,714,0,0,11,2135,131
08-02-2020,554,0,0,9,2130,419
08-02-2020,611,0,0,8,2124,    
08-02-2020,553,0,0,4,2215,519
08-02-2020,553,0,0,12,2132,900
08-02-2020,745,0,0,4,2116,400
08-02-2020,900T,0,0,12,2132,900
08-02-2020,143,0,0,4,2116,900
08-02-2020,611,0,0,9,2115,    
08-02-2020,714,0,0,4,2116,400
08-02-2020,553,0,0,12,2131,900
08-02-2020,553,0,0,12,0,900
08-02-2020,745,0,0,3,2109,161
08-02-2020,553,0,0,6,2127,429
08-02-2020,736,0,0,4,2118,429
08-02-2020,553,0,0,4,2215,429
08-02-2020,400,0,0,12,2132,0
08-02-2020,736,0,0,12,2132,419
08-02-2020,745,0,0,6,2127,429
08-02-2020,736,0,0,6,2127,429
08-02-2020,553,0,0,6,2127,937
08-02-2020,746,0,0,12,2132,419
08-02-2020,741,0,0,4,2118,322
08-02-2020,714,0,0,11,2134,519
08-02-2020,143,0,0,9,2120,900
08-02-2020,711,0,0,12,2131,962
08-02-2020,553,0,0,3,2129,960
08-02-2020,113,0,0,7,2125,429
08-02-2020,553,0,0,8,2124,960
08-02-2020,553,0,0,12,2132,429
08-02-2020,611,0,0,8,2126,    
08-02-2020,142,0,0,9,2119,938
08-02-2020,111,6000,0,1,2128,419
08-02-2020,143,0,0,3,2109,900
08-02-2020,111,15000,1000,3,2108,429
08-02-2020,735,0,0,6,2210,981
08-02-2020,745,0,0,12,2131,429
08-02-2020,621,0,0,3,2108,400
08-02-2020,553,0,0,12,2136,962
08-02-2020,142,0,0,6,2125,963
08-02-2020,743,0,0,3,2109,161
08-02-2020,522,0,0,4,2118,429
08-02-2020,622,0,0,8,2124,429
08-02-2020,745,0,0,7,2121,429
08-02-2020,714,0,0,11,2135,429
08-02-2020,745,0,0,7,2124,429
08-02-2020,735,0,0,12,2131,419
08-02-2020,553,0,0,11,2135,429
08-02-2020,600,0,0,3,2114,400
08-02-2020,554,0,0,12,2132,429
08-02-2020,553,0,0,8,2124,439
08-02-2020,743,0,0,4,2116,429
08-02-2020,113,0,0,3,2111,449
08-02-2020,413,0,0,8,2124,963
08-02-2020,552,0,0,7,2122,539
08-02-2020,900T,0,0,9,2115,900
08-02-2020,733,0,0,7,2121,429
08-02-2020,712,0,0,3,2129,960
08-02-2020,745,0,0,1,2128,644
08-02-2020,735,0,0,7,2125,429
08-02-2020,554,0,0,12,2132,429
08-02-2020,522,0,0,9,2121,429
08-02-2020,553,0,0,9,2119,429
08-02-2020,424,0,0,3,2114,400
08-02-2020,735,0,0,11,2467,460
08-02-2020,553,0,0,11,2135,960
08-02-2020,611,0,0,7,2122,    
08-02-2020,611,0,0,6,2127,    
08-02-2020,552,0,0,7,2121,960
08-02-2020,611,0,0,6,2210,    
08-02-2020,112,0,0,11,2135,419
08-02-2020,522,0,0,9,2121,429
08-02-2020,715,0,0,11,2135,419
08-02-2020,611,0,0,3,2110,    
08-02-2020,745,0,0,11,2135,419
08-02-2020,481,0,0,8,2126,429
08-02-2020,700,0,0,3,2108,300
08-03-2020,600,0,0,4,2118,400
08-03-2020,611,0,0,3,2108,    
08-03-2020,611,0,0,6,2118,    
08-03-2020,553,0,0,6,2125,960
08-03-2020,553,0,0,6,2125,960
08-03-2020,714,0,0,11,2134,519
08-03-2020,553,0,0,3,2111,    
08-03-2020,554,0,0,4,2116,429
08-03-2020,553,0,0,6,2127,419
08-03-2020,554,0,0,12,2132,429
08-03-2020,711,0,0,11,2135,900
08-03-2020,611,0,0,8,2126,    
08-03-2020,743,0,0,12,2132,500
08-03-2020,553,0,0,4,2118,960
08-03-2020,700,0,0,8,2124,429
08-03-2020,553,0,0,8,2122,419
08-03-2020,553,0,0,4,2120,882
08-03-2020,733,0,0,4,2111,429
08-03-2020,733,0,0,11,2134,429
08-03-2020,553,0,0,8,2126,439
08-03-2020,400,0,0,6,2210,500
08-03-2020,553,0,0,4,2118,200
08-03-2020,143,0,0,11,2135,900
08-03-2020,611,0,0,4,2115,    
08-03-2020,743,0,0,1,2128,429
08-03-2020,143,0,0,6,2127,960
08-03-2020,736,0,0,3,2129,    
08-03-2020,522,0,0,4,2115,460
08-03-2020,553,0,0,7,2119,429
08-03-2020,743,0,0,12,2132,419
08-03-2020,113,0,0,4,2215,429
08-03-2020,715,0,0,3,2129,419
08-03-2020,553,0,0,7,2125,962
08-03-2020,714,0,0,4,2215,200
08-03-2020,745,0,0,9,2120,460
08-03-2020,500,0,0,11,2134,960
08-03-2020,745,0,0,12,2136,500
08-03-2020,745,0,0,4,2111,429
08-03-2020,553,0,0,12,2131,439
08-03-2020,900T,0,0,9,2199,900
08-03-2020,714,0,0,3,2108,200
08-03-2020,413,0,0,1,2128,900
08-03-2020,735,0,0,12,2132,160
08-03-2020,511,0,0,9,2215,900
08-03-2020,745,0,0,4,2116,429
08-03-2020,611,0,0,4,2118,    
08-03-2020,451C,0,0,1,2128,888
08-03-2020,143,0,0,8,2124,965
08-03-2020,714,0,0,9,2130,429
08-03-2020,745,0,0,4,2116,429
08-03-2020,553,0,0,6,2127,429
08-03-2020,553,0,0,12,2131,965
08-03-2020,735,0,0,4,2215,462
08-03-2020,142,0,0,3,2109,960
08-03-2020,733,0,0,9,2121,460
08-03-2020,744,0,0,4,2199,449
08-03-2020,611,0,0,8,2122,    
08-03-2020,143,0,0,12,2132,960
08-03-2020,735,0,0,4,2118,161
08-03-2020,746,0,0,9,2119,429
08-03-2020,140,0,0,9,2115,900
08-03-2020,743,0,0,8,2126,439
08-03-2020,611,0,0,1,2128,    
08-03-2020,142,0,0,9,2130,900
08-03-2020,142,0,0,4,2118,900
08-03-2020,733,0,0,9,2121,460
08-03-2020,171,0,0,7,2121,900
08-03-2020,600,0,0,1,2128,419
08-03-2020,600,0,0,7,2121,429
08-03-2020,611,0,0,6,2127,    
08-03-2020,600,0,0,1,2128,900
08-03-2020,745,0,0,3,2129,400
08-03-2020,600,0,0,4,2118,900
08-03-2020,143,0,0,4,2118,963
08-03-2020,600,0,0,4,2116,963
08-03-2020,743,0,0,6,2127,400
08-03-2020,743,0,0,9,2119,429
08-03-2020,745,0,0,8,2126,429
08-03-2020,600,0,0,4,2118,963
08-03-2020,552,0,0,1,2128,400
08-03-2020,143,0,0,7,2122,962
08-03-2020,140,0,0,9,2120,900
08-03-2020,442,0,0,7,2121,429
08-03-2020,553,0,0,7,2121,900
08-03-2020,553,0,0,6,2127,429
08-03-2020,143,0,0,8,2124,363
08-03-2020,140,0,0,9,2115,900
08-03-2020,745,0,0,7,2119,569
08-03-2020,142,0,0,1,2128,900
08-03-2020,553,0,0,9,2130,962
08-03-2020,611,0,0,9,2130,    
08-03-2020,553,0,0,7,2119,960
08-03-2020,600,0,0,6,2118,322
08-03-2020,711,0,0,6,2127,960
08-03-2020,743,0,0,9,2115,331
08-03-2020,736,0,0,6,2127,400
08-03-2020,735,0,0,12,2132,161
08-03-2020,735,0,0,4,2111,599
08-03-2020,113,0,0,9,2115,331
08-03-2020,554,0,0,3,2109,429
08-03-2020,651,0,0,11,2134,429
08-03-2020,554,0,0,9,2115,400
08-03-2020,600,0,0,4,2118,900
08-03-2020,142,0,0,8,2124,900
08-03-2020,611,0,0,8,2124,    
08-03-2020,143,0,0,8,2124,936
08-03-2020,730,0,0,4,2118,429
08-03-2020,445,0,0,9,2115,900
08-03-2020,735,0,0,4,2118,429
08-03-2020,735,0,0,4,2115,460
08-03-2020,113,0,0,7,2125,400
08-03-2020,611,0,0,12,2131,    
08-03-2020,736,0,0,12,2467,429
08-03-2020,730,0,0,6,2125,429
08-03-2020,600,0,0,7,2125,900
08-03-2020,743,0,0,8,2124,429
08-03-2020,113,0,0,11,2135,400
08-03-2020,553,0,0,6,2118,900
08-03-2020,511,0,0,9,2130,900
08-03-2020,424,0,0,3,2114,429
08-03-2020,600,0,0,4,2118,900
08-03-2020,745,0,0,12,2132,331
08-03-2020,553,0,0,3,2109,900
08-03-2020,553,0,0,4,2118,962
08-03-2020,600,0,0,12,2131,963
08-03-2020,600,0,0,6,2127,429
08-03-2020,552,0,0,8,2124,962
08-03-2020,140,0,0,11,2134,557
08-03-2020,611,0,0,6,2118,    
08-03-2020,553,0,0,8,2126,419
08-03-2020,735,0,0,12,2132,161
08-03-2020,553,0,0,7,2118,962
08-03-2020,553,0,0,6,2118,900
08-03-2020,445,0,0,7,2125,960
08-03-2020,131,10000,500,9,2121,960
08-03-2020,142,0,0,11,2135,960
08-03-2020,113,0,0,9,2115,460
08-04-2020,553,0,0,12,2136,124
08-04-2020,714,0,0,11,2134,160
08-04-2020,735,0,0,3,2110,174
08-04-2020,142,0,0,8,2124,900
08-04-2020,561,0,0,1,2128,900
08-04-2020,733,0,0,8,2124,429
08-04-2020,444,0,0,3,2114,962
08-04-2020,714,0,0,9,2121,429
08-04-2020,730,0,0,11,2135,400
08-04-2020,730,0,0,11,2135,419
08-04-2020,743,0,0,11,2467,200
08-04-2020,745,0,0,9,2130,429
08-04-2020,745,0,0,4,2215,439
08-04-2020,700,0,0,3,2129,640
08-04-2020,611,0,0,4,2118,    
08-04-2020,733,0,0,9,2130,429
08-04-2020,611,0,0,1,2128,    
08-04-2020,522,0,0,4,2116,981
08-04-2020,554,0,0,8,2126,429
08-04-2020,600,0,0,4,2118,429
08-04-2020,445,0,0,7,2125,960
08-04-2020,600,0,0,4,2115,900
08-04-2020,553,0,0,6,2127,900
08-04-2020,745,0,0,6,2210,429
08-04-2020,745,0,0,6,2127,900
08-04-2020,611,0,0,6,2127,    
08-04-2020,554,0,0,3,2114,400
08-04-2020,600,0,0,7,2121,429
08-04-2020,715,0,0,8,2126,419
08-04-2020,730,0,0,4,2118,519
08-04-2020,522,0,0,4,2115,429
08-04-2020,745,0,0,3,2108,500
08-04-2020,424,0,0,3,2111,500
08-04-2020,611,0,0,9,2130,    
08-04-2020,743,0,0,1,2128,449
08-04-2020,553,0,0,6,2127,400
08-04-2020,735,0,0,9,2215,965
08-04-2020,745,0,0,11,2135,429
08-04-2020,511,0,0,1,2128,429
08-04-2020,743,0,0,12,2136,211
08-04-2020,715,0,0,4,2115,429
08-04-2020,600,0,0,8,2126,429
08-04-2020,611,0,0,9,2119,0
08-04-2020,745,0,0,9,2130,429
08-04-2020,735,0,0,9,2215,200
08-04-2020,611,0,0,12,2131,    
08-04-2020,745,0,0,12,2130,429
08-04-2020,553,0,0,7,2119,100
08-04-2020,600,0,0,12,2131,960
08-04-2020,743,0,0,8,2124,174
08-04-2020,611,0,0,7,2125,UUU 
08-04-2020,600,0,0,7,2125,962
08-04-2020,745,0,0,9,2130,429
08-04-2020,551,0,0,3,0,946
08-04-2020,714,0,0,6,2127,429
08-04-2020,553,0,0,1,2128,419
08-04-2020,553,0,0,3,2129,419
08-04-2020,900T,0,0,6,2210,500
08-04-2020,714,0,0,7,2118,439
08-04-2020,140,0,0,1,2128,900
08-04-2020,745,0,0,11,2135,429
08-04-2020,600,0,0,9,2130,962
08-04-2020,745,0,0,1,2128,419
08-04-2020,745,0,0,4,2111,174
08-04-2020,745,0,0,11,2135,429
08-04-2020,118,0,1000,3,2110,174
08-04-2020,743,0,0,8,2124,419
08-04-2020,611,0,0,3,2111,    
08-04-2020,553,0,0,9,2130,900
08-04-2020,553,0,0,4,2118,960
08-04-2020,113,0,0,8,2126,322
08-04-2020,553,0,0,4,2118,960
08-04-2020,553,0,0,9,2119,100
08-04-2020,715,0,0,12,2131,419
08-04-2020,611,0,0,6,2125,    
08-04-2020,600,0,0,12,2131,960
08-04-2020,744,0,0,1,2128,429
08-04-2020,553,0,0,7,2118,960
08-04-2020,611,0,0,6,2127,    
08-04-2020,733,0,0,4,2215,429
08-04-2020,743,0,0,8,2122,700
08-04-2020,553,0,0,7,2125,900
08-04-2020,553,0,0,7,2125,962
08-04-2020,553,0,0,8,2124,963
08-04-2020,131,0,0,8,2122,965
08-04-2020,600,0,0,9,2130,960
08-04-2020,553,0,0,4,2118,962
08-04-2020,600,0,0,9,2119,900
08-04-2020,553,0,0,7,2119,100
08-04-2020,553,0,0,9,2119,900
08-04-2020,745,0,0,6,2127,449
08-04-2020,553,0,0,8,2122,592
08-04-2020,553,0,0,3,2108,922
08-04-2020,550,0,0,12,2136,962
08-04-2020,444,0,0,9,2120,960
08-04-2020,460,0,0,8,2126,960
08-04-2020,743,0,0,6,2125,429
08-04-2020,554,0,0,8,2126,419
08-04-2020,813,0,0,12,2132,419
08-04-2020,600,0,0,12,2131,419
08-04-2020,735,0,0,9,2120,400
08-04-2020,444,0,0,11,2134,962
08-04-2020,500,0,0,11,2134,962
08-04-2020,444,0,0,8,2124,962
08-04-2020,813,0,0,9,2130,419
08-04-2020,600,0,0,8,2126,419
08-04-2020,553,0,0,7,2125,962
08-04-2020,813,0,0,11,2134,900
08-04-2020,553,0,0,7,2125,900
08-04-2020,714,0,0,7,2125,439
08-04-2020,813,0,0,9,2131,419
08-04-2020,611,0,0,6,2118,    
08-04-2020,444,0,0,8,2124,429
08-04-2020,553,0,0,12,2132,419
08-04-2020,743,0,0,8,2126,400
08-04-2020,745,0,0,4,2215,429
08-04-2020,553,0,0,6,2127,962
08-04-2020,745,0,0,8,2122,500
08-04-2020,440,0,0,7,2125,419
08-04-2020,444,0,0,9,2130,962
08-04-2020,553,0,0,7,2121,900
08-04-2020,813,0,0,12,2131,962
08-04-2020,444,0,0,12,2136,962
08-04-2020,611,0,0,8,2124,    
08-04-2020,444,0,0,11,2135,962
08-04-2020,444,0,0,7,2121,429
08-04-2020,553,0,0,11,2134,963
08-04-2020,745,0,0,7,2119,500
08-04-2020,553,0,0,7,2125,962
08-04-2020,444,0,0,8,2124,900
08-04-2020,553,0,0,12,2131,962
08-04-2020,444,0,0,9,2119,900
08-04-2020,140,0,0,12,2132,962
08-04-2020,553,0,0,7,2121,900
08-04-2020,745,0,0,3,2114,500
08-04-2020,553,0,0,11,2134,963
08-04-2020,553,0,0,12,2136,960
08-04-2020,745,0,0,4,2116,500
08-04-2020,444,0,0,4,2120,960
08-04-2020,553,0,0,9,2119,400
08-04-2020,611,0,0,9,2119,    
08-04-2020,444,0,0,12,2136,962
08-04-2020,400,0,0,12,2131,960
08-04-2020,745,0,0,4,2115,400
08-04-2020,553,0,0,12,2130,419
08-04-2020,553,0,0,6,2127,900
08-04-2020,611,0,0,12,2132,429
08-04-2020,736,0,0,9,2119,400
08-04-2020,553,0,0,8,2126,900
08-04-2020,652,0,0,11,2134,429
08-04-2020,745,0,0,6,2127,429
08-04-2020,553,0,0,12,2136,419
08-04-2020,745,0,0,8,2122,213
08-04-2020,813,0,0,9,2130,900
08-04-2020,553,0,0,4,2118,960
08-04-2020,600,0,0,12,2131,419
08-04-2020,444,0,0,11,2134,963
08-04-2020,553,0,0,9,2130,900
08-04-2020,553,0,0,9,2467,419
08-04-2020,813,0,0,9,2121,400
08-04-2020,553,0,0,9,2121,900
08-04-2020,553,0,0,9,2132,419
08-04-2020,641,0,0,12,2126,400
08-04-2020,553,0,0,6,2127,963
08-04-2020,444,0,0,8,2126,900
08-04-2020,813,0,0,12,2132,962
08-04-2020,745,0,0,4,2215,500
08-04-2020,553,0,0,1,2128,960
08-04-2020,553,0,0,4,2118,960
08-04-2020,550,0,0,9,2132,962
08-04-2020,745,0,0,9,2119,400
08-04-2020,553,0,0,6,2127,900
08-04-2020,553,0,0,4,2116,960
08-04-2020,553,0,0,9,2130,960
08-04-2020,553,0,0,9,2132,900
08-04-2020,440,0,0,9,2119,400
08-04-2020,550,0,0,9,2131,419
08-04-2020,553,0,0,12,2132,962
08-04-2020,500,0,0,11,2135,962
08-04-2020,444,0,0,3,2129,960
08-04-2020,553,0,0,8,2124,429
08-04-2020,743,0,0,1,2128,647
08-04-2020,553,0,0,7,2125,962
08-04-2020,553,0,0,9,2130,429
08-04-2020,553,0,0,7,2125,900
08-04-2020,444,0,0,8,2124,960
08-04-2020,735,0,0,8,2126,400
08-04-2020,400,0,0,8,2126,900
08-04-2020,553,0,0,4,2118,962
08-04-2020,440,0,0,8,2122,962
08-04-2020,444,0,0,9,2130,962
08-04-2020,611,0,0,7,2121,    
08-04-2020,553,0,0,7,2124,900
08-04-2020,813,0,0,9,2132,419
08-04-2020,113,0,0,11,2134,429
08-04-2020,550,0,0,8,2126,962
08-04-2020,600,0,0,12,2136,900
08-04-2020,813,0,0,9,2130,962
08-04-2020,500,0,0,11,2134,962
08-04-2020,714,0,0,7,2122,429
08-04-2020,813,0,0,9,2130,900
08-04-2020,553,0,0,9,2119,400
08-04-2020,550,0,0,3,2129,962
08-04-2020,444,0,0,9,2130,962
08-04-2020,400,0,0,8,2124,962
08-04-2020,813,0,0,12,2132,962
08-04-2020,553,0,0,1,2128,419
08-04-2020,714,0,0,8,2126,400
08-04-2020,553,0,0,7,2121,962
08-04-2020,553,0,0,12,2132,962
08-04-2020,553,0,0,8,2124,962
08-04-2020,550,0,0,9,2132,419
08-04-2020,500,0,0,11,2135,419
08-04-2020,553,0,0,8,2124,962
08-04-2020,553,0,0,1,2128,419
08-04-2020,553,0,0,4,2199,963
08-04-2020,553,0,0,12,2132,419
08-04-2020,553,0,0,4,2116,900
08-04-2020,711,0,0,7,2122,439
08-04-2020,444,0,0,12,2132,900
08-04-2020,813,0,0,9,2120,900
08-04-2020,440,0,0,11,2135,419
08-04-2020,440,0,0,12,2132,960
08-04-2020,444,0,0,8,2126,962
08-04-2020,553,0,0,8,2124,429
08-04-2020,611,0,0,12,2132,    
08-04-2020,550,0,0,9,2132,960
08-04-2020,743,0,0,1,2128,429
08-04-2020,745,0,0,9,2119,400
08-04-2020,553,0,0,11,2135,962
08-04-2020,611,0,0,6,2118,    
08-04-2020,444,0,0,12,2131,962
08-04-2020,444,0,0,9,2130,962
08-04-2020,813,0,0,9,2130,962
08-04-2020,813,0,0,7,2122,900
08-04-2020,444,0,0,12,2132,960
08-04-2020,554,0,0,9,2130,400
08-04-2020,735,0,0,8,2124,500
08-04-2020,553,0,0,3,2114,900
08-04-2020,745,0,0,11,2135,429
08-04-2020,735,0,0,11,2135,500
08-04-2020,746,0,0,12,2136,419
08-04-2020,553,0,0,8,2124,429
08-04-2020,651,0,0,9,2130,429
08-04-2020,553,0,0,4,2118,960
08-04-2020,500,0,0,11,2135,419
08-04-2020,743,0,0,8,2124,173
08-04-2020,736,0,0,11,2135,419
08-04-2020,813,0,0,12,2131,960
08-04-2020,553,0,0,4,2118,960
08-04-2020,611,0,0,3,2114,    
08-05-2020,611,0,0,3,2129,429
08-05-2020,743,0,0,3,2110,500
08-05-2020,736,0,0,3,2129,429
08-05-2020,714,0,0,8,2124,599
08-05-2020,735,0,0,11,2134,429
08-05-2020,715,0,0,7,2122,429
08-05-2020,735,0,0,3,2109,599
08-05-2020,745,0,0,6,2118,322
08-05-2020,715,0,0,4,2115,429
08-05-2020,735,0,0,9,2130,429
08-05-2020,113,0,0,9,2120,331
08-05-2020,743,0,0,3,2109,429
08-05-2020,553,0,0,1,2128,429
08-05-2020,713,0,0,12,2131,429
08-05-2020,711,0,0,1,2128,960
08-05-2020,555,0,0,7,2118,322
08-05-2020,444,0,0,12,2131,960
08-05-2020,745,0,0,9,2115,300
08-05-2020,745,0,0,9,2130,241
08-05-2020,743,0,0,8,2124,429
08-05-2020,554,0,0,3,2114,429
08-05-2020,736,0,0,12,2132,419
08-05-2020,740,0,0,8,2126,419
08-05-2020,746,0,0,12,2131,419
08-05-2020,700,0,0,9,2115,300
08-05-2020,745,0,0,6,2210,500
08-05-2020,745,0,0,4,2116,429
08-05-2020,733,0,0,1,2128,640
08-05-2020,553,0,0,6,2210,960
08-05-2020,553,0,0,9,2120,400
08-05-2020,745,0,0,3,2114,400
08-05-2020,746,0,0,9,2131,419
08-05-2020,700,0,0,9,2130,400
08-05-2020,743,0,0,3,2129,882
08-05-2020,600,0,0,12,2130,210
08-05-2020,733,0,0,12,2136,549
08-05-2020,745,0,0,8,2126,400
08-05-2020,553,0,0,3,2113,429
08-05-2020,745,0,0,3,2114,500
08-05-2020,745,0,0,3,2129,419
08-05-2020,700,0,0,9,2130,400
08-05-2020,714,0,0,9,2119,400
08-05-2020,611,0,0,8,2124,    
08-05-2020,600,0,0,7,2122,962
08-05-2020,553,0,0,4,2115,400
08-05-2020,742,0,0,6,2118,579
08-05-2020,554,0,0,7,2122,962
08-05-2020,440,0,0,12,2136,900
08-05-2020,735,0,0,12,2136,599
08-05-2020,745,0,0,4,2118,429
08-05-2020,553,0,0,8,2126,419
08-05-2020,553,0,0,9,2130,931
08-05-2020,600,0,0,1,2128,900
08-05-2020,553,0,0,1,2128,400
08-05-2020,745,0,0,6,2210,429
08-05-2020,743,0,0,6,2127,429
08-05-2020,611,0,0,9,2120,    
08-05-2020,553,0,0,8,2122,900
08-05-2020,714,0,0,4,2116,400
08-05-2020,500,0,0,11,2134,960
